timestamp,id,success,client_type,target_addr,domain,latency_ms
2025-06-26T22:44:57.796906258Z,85,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.796920448Z,338,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.796933818Z,416,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.796947705Z,584,true,malicioso,dns_udp:53,example.com.,74
2025-06-26T22:44:57.796961286Z,1143,true,malicioso,dns_udp:53,example.com.,66
2025-06-26T22:44:57.796983145Z,560,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.796997589Z,374,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.797010865Z,599,true,malicioso,dns_udp:53,example.com.,74
2025-06-26T22:44:57.797025857Z,612,true,malicioso,dns_udp:53,example.com.,74
2025-06-26T22:44:57.797041323Z,998,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.797056859Z,1069,true,malicioso,dns_udp:53,example.com.,66
2025-06-26T22:44:57.797070951Z,1112,true,malicioso,dns_udp:53,example.com.,66
2025-06-26T22:44:57.797085916Z,408,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.797098992Z,1147,true,malicioso,dns_udp:53,example.com.,66
2025-06-26T22:44:57.797112098Z,535,true,malicioso,dns_udp:53,example.com.,72
2025-06-26T22:44:57.797124066Z,1552,true,malicioso,dns_udp:53,example.com.,66
2025-06-26T22:44:57.797142712Z,32,true,malicioso,dns_udp:53,example.com.,77
2025-06-26T22:44:57.797155827Z,726,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.797167278Z,375,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.797179078Z,562,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.797200767Z,336,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.79721204Z,880,true,malicioso,dns_udp:53,example.com.,66
2025-06-26T22:44:57.797227087Z,750,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.797239356Z,582,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.797253552Z,398,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.797265427Z,946,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.797279079Z,510,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.79729097Z,289,true,malicioso,dns_udp:53,example.com.,76
2025-06-26T22:44:57.797305564Z,534,true,malicioso,dns_udp:53,example.com.,72
2025-06-26T22:44:57.797318168Z,1095,true,malicioso,dns_udp:53,example.com.,66
2025-06-26T22:44:57.797337623Z,488,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.79735017Z,996,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.797362106Z,586,true,malicioso,dns_udp:53,example.com.,74
2025-06-26T22:44:57.797374614Z,365,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.797387109Z,321,true,malicioso,dns_udp:53,example.com.,76
2025-06-26T22:44:57.79739866Z,617,true,malicioso,dns_udp:53,example.com.,74
2025-06-26T22:44:57.79741155Z,886,true,malicioso,dns_udp:53,example.com.,66
2025-06-26T22:44:57.797422996Z,1614,true,malicioso,dns_udp:53,example.com.,66
2025-06-26T22:44:57.79743714Z,463,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.797449358Z,809,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.797463356Z,962,true,malicioso,dns_udp:53,example.com.,72
2025-06-26T22:44:57.797475766Z,421,true,malicioso,dns_udp:53,example.com.,84
2025-06-26T22:44:57.797490225Z,1017,true,malicioso,dns_udp:53,example.com.,67
2025-06-26T22:44:57.797505517Z,950,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.797521284Z,489,true,malicioso,dns_udp:53,example.com.,67
2025-06-26T22:44:57.797534871Z,280,true,malicioso,dns_udp:53,example.com.,76
2025-06-26T22:44:57.797549288Z,1043,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.797564178Z,1549,true,malicioso,dns_udp:53,example.com.,67
2025-06-26T22:44:57.797580165Z,73,true,malicioso,dns_udp:53,example.com.,76
2025-06-26T22:44:57.797594219Z,999,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.797610189Z,1498,true,malicioso,dns_udp:53,example.com.,67
2025-06-26T22:44:57.79762454Z,1196,true,malicioso,dns_udp:53,example.com.,67
2025-06-26T22:44:57.797640655Z,900,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.79765567Z,244,true,malicioso,dns_udp:53,example.com.,76
2025-06-26T22:44:57.797670782Z,587,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.797684627Z,148,true,malicioso,dns_udp:53,example.com.,77
2025-06-26T22:44:57.797701007Z,1003,true,malicioso,dns_udp:53,example.com.,74
2025-06-26T22:44:57.797716362Z,905,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.797779154Z,349,true,malicioso,dns_udp:53,example.com.,74
2025-06-26T22:44:57.797788128Z,484,true,malicioso,dns_udp:53,example.com.,81
2025-06-26T22:44:57.797809915Z,953,true,malicioso,dns_udp:53,example.com.,81
2025-06-26T22:44:57.797830842Z,909,true,malicioso,dns_udp:53,example.com.,72
2025-06-26T22:44:57.797834151Z,1515,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.797853418Z,245,true,malicioso,dns_udp:53,example.com.,84
2025-06-26T22:44:57.797866822Z,615,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.797868937Z,890,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.797885912Z,257,true,malicioso,dns_udp:53,example.com.,84
2025-06-26T22:44:57.79790275Z,855,true,malicioso,dns_udp:53,example.com.,81
2025-06-26T22:44:57.797901568Z,807,true,malicioso,dns_udp:53,example.com.,72
2025-06-26T22:44:57.797916017Z,600,true,malicioso,dns_udp:53,example.com.,81
2025-06-26T22:44:57.797930857Z,6,true,malicioso,dns_udp:53,example.com.,86
2025-06-26T22:44:57.797933462Z,853,true,malicioso,dns_udp:53,example.com.,72
2025-06-26T22:44:57.79794819Z,645,true,malicioso,dns_udp:53,example.com.,82
2025-06-26T22:44:57.797962919Z,611,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.797965509Z,342,true,malicioso,dns_udp:53,example.com.,84
2025-06-26T22:44:57.797985035Z,281,true,malicioso,dns_udp:53,example.com.,85
2025-06-26T22:44:57.797996483Z,585,true,malicioso,dns_udp:53,example.com.,73
2025-06-26T22:44:57.798001802Z,233,true,malicioso,dns_udp:53,example.com.,85
2025-06-26T22:44:57.79801636Z,660,true,malicioso,dns_udp:53,example.com.,83
2025-06-26T22:44:57.798028534Z,899,true,malicioso,dns_udp:53,example.com.,72
2025-06-26T22:44:57.798033249Z,497,true,malicioso,dns_udp:53,example.com.,76
2025-06-26T22:44:57.798047742Z,34,true,malicioso,dns_udp:53,example.com.,86
2025-06-26T22:44:57.798064757Z,506,true,malicioso,dns_udp:53,example.com.,83
2025-06-26T22:44:57.798080622Z,1530,true,malicioso,dns_udp:53,example.com.,76
2025-06-26T22:44:57.798097567Z,811,true,malicioso,dns_udp:53,example.com.,82
2025-06-26T22:44:57.798112653Z,467,true,malicioso,dns_udp:53,example.com.,85
2025-06-26T22:44:57.798112399Z,898,true,malicioso,dns_udp:53,example.com.,72
2025-06-26T22:44:57.798129335Z,1529,true,malicioso,dns_udp:53,example.com.,76
2025-06-26T22:44:57.79814616Z,827,true,malicioso,dns_udp:53,example.com.,76
2025-06-26T22:44:57.798148472Z,751,true,malicioso,dns_udp:53,example.com.,72
2025-06-26T22:44:57.79816326Z,252,true,malicioso,dns_udp:53,example.com.,85
2025-06-26T22:44:57.798177674Z,887,true,malicioso,dns_udp:53,example.com.,65
2025-06-26T22:44:57.798182409Z,229,true,malicioso,dns_udp:53,example.com.,85
2025-06-26T22:44:57.798199208Z,411,true,malicioso,dns_udp:53,example.com.,85
2025-06-26T22:44:57.798210124Z,729,true,malicioso,dns_udp:53,example.com.,72
2025-06-26T22:44:57.798215343Z,649,true,malicioso,dns_udp:53,example.com.,83
2025-06-26T22:44:57.798232234Z,756,true,malicioso,dns_udp:53,example.com.,83
2025-06-26T22:44:57.798244366Z,267,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.798247666Z,272,true,malicioso,dns_udp:53,example.com.,86
